Имя,Изображения,Цена,Производитель,Артикул,Короткое описание,Категории,Исходный адрес
Тарелка овальная LROP22,http://rakporcelain.com/products/productbig_642_1431938811LROP38.png,837,RAK (Арабские Эмираты),LROP22,"
22 см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Lyra,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_649/item_1068/
Тарелка овальная LROP32,http://rakporcelain.com/products/productbig_642_1431938811LROP38.png,1 636,RAK (Арабские Эмираты),LROP32,"
32 см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Lyra,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_649/10011/
Тарелка овальная LROP38,http://rakporcelain.com/products/productbig_642_1431938811LROP38.png,1 703,RAK (Арабские Эмираты),LROP38,"
38 см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Lyra,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_649/10012/
Чайник LRTP40,http://rakporcelain.com/products/productbig_652_1431947040LRTP40.png,1 636,RAK (Арабские Эмираты),LRTP40,"
400 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Lyra,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_649/item_1077/
Чашка LRSC18,http://rakporcelain.com/products/productbig_648_1431946509LRSC27.png,613,RAK (Арабские Эмираты),LRSC18,"
180 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Lyra,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_649/item_1073/
Чашка LRSC22,http://rakporcelain.com/products/productbig_648_1431946509LRSC27.png,673,RAK (Арабские Эмираты),LRSC22,"
220 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Lyra,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_649/10016/
Чашка LRSC27,http://rakporcelain.com/products/productbig_648_1431946509LRSC27.png,774,RAK (Арабские Эмираты),LRSC27,"
270 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Lyra,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_649/10017/
Чашка для бульона не штабелируемая LRCN30,http://rakporcelain.com/products/productbig_644_1431939087LRCN30.png,850,RAK (Арабские Эмираты),LRCN30,"
300 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Lyra,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_649/item_1054/
Чашка для бульона с ручками LRCS30,http://rakporcelain.com/products/productbig_645_1431939212LRCS30.png,850,RAK (Арабские Эмираты),LRCS30,"
300 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Lyra,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_649/item_1058/
Чашка кофейная LRCU09,http://rakporcelain.com/products/productbig_647_1431946414LRCU27.png,471,RAK (Арабские Эмираты),LRCU09,"
90 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Lyra,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_649/item_1059/
Чашка кофейная LRSC09,http://rakporcelain.com/products/productbig_648_1431946509LRSC27.png,471,RAK (Арабские Эмираты),LRSC09,"
90 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Lyra,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_649/item_1072/
Чашка чайная LRCU18,http://rakporcelain.com/products/productbig_647_1431946414LRCU27.png,613,RAK (Арабские Эмираты),LRCU18,"
180 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Lyra,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_649/item_1060/
Чашка чайная LRCU22,http://rakporcelain.com/products/productbig_647_1431946414LRCU27.png,673,RAK (Арабские Эмираты),LRCU22,"
220 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Lyra,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_649/10001/
Чашка чайная LRCU27,http://rakporcelain.com/products/productbig_647_1431946414LRCU27.png,774,RAK (Арабские Эмираты),LRCU27,"
270 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Lyra,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_649/10002/
