Имя,Изображения,Цена,Производитель,Артикул,Короткое описание,Категории,Исходный адрес
Салатник квадратный BUBS23,http://rakporcelain.com/products/productbig_607_1431865979BUBS25.png,2 343,RAK (Арабские Эмираты),BUBS23,"
23см., (3л)300 cl. 
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/BUBS23/
Салатник квадратный BUBS21,http://rakporcelain.com/products/productbig_607_1431865979BUBS25.png,1 955,RAK (Арабские Эмираты),BUBS21,"
 21см., (2л) 200 cl.
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/BUBS21/
Супница с крышкой BUCD15,http://rakporcelain.com/products/productbig_608_1431866067BUCD27.png,2 625,RAK (Арабские Эмираты),BUCD15,"
580 мл/15x13 см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/item_447/
Супница с крышкой BUCD21,http://rakporcelain.com/products/productbig_608_1431866067BUCD27.png,3 168,RAK (Арабские Эмираты),BUCD21,"
1370 мл/21x14 см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/item_448/
Супница с крышкой BUCD23,http://rakporcelain.com/products/productbig_608_1431866067BUCD27.png,3 860,RAK (Арабские Эмираты),BUCD23,"
2170 мл/23x15 см 
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/item_449/
Супница с крышкой BUCD27,http://rakporcelain.com/products/productbig_608_1431866067BUCD27.png,4 577,RAK (Арабские Эмираты),BUCD27,"
3450 мл/27x16 см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/item_450/
Супница с крышкой BUST27,http://rakporcelain.com/products/productbig_609_1431870027BUST27.png,6 608,RAK (Арабские Эмираты),BUST27,"
3500 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/10835/
"Супница, для подачи BUST15",http://rakporcelain.com/products/productbig_609_1431870027BUST27.png,2 631,RAK (Арабские Эмираты),BUST15,"
40 cl.
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/BUST15/
Тарелка BUBC46,http://rakporcelain.com/products/productbig_606_1431865642BUBC30.png,6 059,RAK (Арабские Эмираты),BUBC46,"
5750 мл/46x4см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/item_445/
Тарелка глубокая BUBC36,http://rakporcelain.com/products/productbig_606_1431865642BUBC30.png,4 621,RAK (Арабские Эмираты),BUBC36,"
3600 мл/36x4 см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/item_444/
Центральное овальное блюдо LXOB25,http://posuda-mix.ru/upload/shop_1/1/0/8/item_10836/shop_items_catalog_image10836.jpg,по запросу,RAK (Арабские Эмираты),LXOB25,"
25x18x4.5см
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Buffet,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_617/10836/
