Имя,Изображения,Цена,Производитель,Артикул,Короткое описание,Категории,Исходный адрес
Подставка для зубочисток D1BATH01,http://posuda-mix.ru/upload/shop_1/2/1/2/item_2123/shop_items_catalog_image2123.jpg,305,RAK (Арабские Эмираты),D1BATH01,,Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Leon,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_637/item_830/
Подставка для яйца D1BAEG01,http://posuda-mix.ru/upload/shop_1/2/1/0/item_2105/shop_items_catalog_image2105.jpg,341,RAK (Арабские Эмираты),D1BAEG01,,Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Leon,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_637/item_812/
Салатник D1BASB12,http://posuda-mix.ru/upload/shop_1/2/1/1/item_2117/shop_items_catalog_image2117.jpg,357,RAK (Арабские Эмираты),D1BASB12,"
250 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Leon,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_637/item_824/
Салатник D1BASP25,http://posuda-mix.ru/upload/shop_1/9/6/4/item_9645/shop_items_catalog_image9645.jpg,976,RAK (Арабские Эмираты),D1BASP25,"
2000 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Leon,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_637/9645/
Салатник D1BASP20,http://posuda-mix.ru/upload/shop_1/9/6/4/item_9644/shop_items_catalog_image9644.jpg,475,RAK (Арабские Эмираты),D1BASP20,"
1050 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Leon,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_637/9644/
Салатник D1BASP16,http://posuda-mix.ru/upload/shop_1/9/6/4/item_9643/shop_items_catalog_image9643.jpg,373,RAK (Арабские Эмираты),D1BASP16,"
670 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Leon,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_637/9643/
Салатник D1BASB21,http://posuda-mix.ru/upload/shop_1/9/6/4/item_9642/shop_items_catalog_image9642.jpg,826,RAK (Арабские Эмираты),D1BASB21,"
1180 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Leon,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_637/9642/
Салатник D1BASB18,http://posuda-mix.ru/upload/shop_1/9/6/4/item_9641/shop_items_catalog_image9641.jpg,634,RAK (Арабские Эмираты),D1BASB18,"
720 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Leon,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_637/9641/
Салатник D1BASB16,http://posuda-mix.ru/upload/shop_1/9/6/4/item_9640/shop_items_catalog_image9640.jpg,429,RAK (Арабские Эмираты),D1BASB16,"
600 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Leon,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_637/9640/
Салатник D1BASP31,http://posuda-mix.ru/upload/shop_1/9/6/4/item_9646/shop_items_catalog_image9646.jpg,1 630,RAK (Арабские Эмираты),D1BASP31,"
5900 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Leon,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_637/9646/
Салатник круглый штабелируемый BABW12D1,http://rakporcelain.com/products/productbig_823_1432462865BABW14D1.png,512,RAK (Арабские Эмираты),BABW12D1,"
 d=12см., 48 cl.
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Leon,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_637/BABW12D1/
Салатник круглый штабелируемый BABW14D1,http://rakporcelain.com/products/productbig_823_1432462865BABW14D1.png,662,RAK (Арабские Эмираты),BABW14D1,"
d=14см., 63 cl.
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Leon,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_637/BABW14D1/
Сахарница D1BASU27,http://posuda-mix.ru/upload/shop_1/2/1/2/item_2122/shop_items_catalog_image2122.jpg,862,RAK (Арабские Эмираты),D1BASU27,"
27 сл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Leon,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_637/item_829/
Солонка D1BASS01,http://posuda-mix.ru/upload/shop_1/2/1/2/item_2120/shop_items_catalog_image2120.jpg,456,RAK (Арабские Эмираты),D1BASS01,,Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Leon,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_637/item_827/
Соусник D1BAGB15,http://posuda-mix.ru/upload/shop_1/2/1/0/item_2108/shop_items_catalog_image2108.jpg,665,RAK (Арабские Эмираты),D1BAGB15,"
150 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Leon,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_637/item_815/
Соусник D1BAGB35,http://posuda-mix.ru/upload/shop_1/9/6/4/item_9647/shop_items_catalog_image9647.jpg,755,RAK (Арабские Эмираты),D1BAGB35,"
350 мл
",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Leon,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_637/9647/
Тарелка глубокая D1BADP23,http://posuda-mix.ru/upload/shop_1/2/1/0/item_2103/shop_items_catalog_image2103.jpg,503,RAK (Арабские Эмираты),D1BADP23,"
							Размеры: 23 × 23 см",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Leon,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_637/item_810/
Тарелка глубокая D1BADP26,http://posuda-mix.ru/upload/shop_1/9/6/5/item_9650/shop_items_catalog_image9650.jpg,685,RAK (Арабские Эмираты),D1BADP26,"
							Размеры: 26 × 26 см",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Leon,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_637/9650/
Тарелка глубокая для пасты D1BADP30,http://posuda-mix.ru/upload/shop_1/2/1/0/item_2104/shop_items_catalog_image2104.jpg,866,RAK (Арабские Эмираты),D1BADP30,"
							Размеры: 30 × 30 см",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Leon,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_637/item_811/
Тарелка для пиццы D1BAPP32,http://posuda-mix.ru/upload/shop_1/2/1/1/item_2114/shop_items_catalog_image2114.jpg,983,RAK (Арабские Эмираты),D1BAPP32,"
							Размеры: 32 × 32 см",Фарфоровая посуда > RAK Porcelain (ОАЭ) > Без декора >  Leon,http://posuda-mix.ru/shop/farfor/RAK/Bez_dekora/group_637/item_821/
